"match_variant","date","map","playlist","place","game_id"
"SWAT Carbines","8/9/2006 6:53:23 AM","Warlock","Team SWAT","3rd","547220841"
"Team Slayer","8/9/2006 6:09:11 AM","Turf","Team Slayer","8th","547223741"
"Team Slayer","8/9/2006 5:58:08 AM","Midship","Team Slayer","5th","547221661"
"Team Slayer","8/9/2006 5:44:26 AM","Lockout","Team Slayer","4th","547212059"
"SWAT Plots","8/8/2006 3:35:46 PM","Lockout","Team SWAT","8th","546758953"
"SWAT Magnums","8/8/2006 3:30:39 PM","Elongation","Team SWAT","8th","546800572"
"Team Snipers","8/8/2006 3:14:02 PM","Terminal","Team Snipers","7th","546742644"
"Team Snipers","8/8/2006 3:00:00 PM","Beaver Creek","Team Snipers","8th","546732040"
"Team Snipers","8/8/2006 2:47:31 PM","Headlong","Team Snipers","7th","546722496"
"Team Snipers","8/8/2006 2:31:09 PM","Zanzibar","Team Snipers","6th","546710598"
"SWAT Classic","8/8/2006 2:18:05 PM","Zanzibar","Team SWAT","8th","546700709"
"Ninja Assault","8/8/2006 1:58:09 PM","Beaver Creek","Team ActionSack","2nd","546730727"
"Sniper CTF","8/8/2006 1:53:45 PM","Colossus","Team ActionSack","1st","546682761"
"Ninja Assault","8/8/2006 1:48:02 PM","Sanctuary","Team ActionSack","2nd","546678259"
"KOTH Snipers","8/8/2006 1:31:13 PM","Beaver Creek","Team ActionSack","2nd","546666286"
"Shotgun Assault","8/8/2006 1:26:40 PM","Beaver Creek","Team ActionSack","6th","546663066"
"3 Plots","8/8/2006 1:18:38 PM","Terminal","BTB Skirmish","1st","546657006"
"Multi Bomb","8/8/2006 1:02:16 PM","Containment","BTB Skirmish","2nd","546689496"
"Team Rockets","8/8/2006 12:56:33 PM","Colossus","BTB Slayer","1st","546685328"
"Slayer","8/8/2006 12:50:52 PM","Ascension","Arranged Game","5th","546680668"
"Team Slayer BR","8/8/2006 12:36:08 PM","Relic","BTB Slayer","13th","546626870"
"Team Snipers","8/8/2006 10:31:46 AM","Zanzibar","Team Snipers","8th","546552636"
"Team Slayer","8/8/2006 10:19:55 AM","Beaver Creek","Team Slayer","5th","546579145"
"Team Slayer","8/8/2006 10:11:41 AM","Ivory Tower","Team Slayer","6th","546543166"
"Team Slayer BR","8/8/2006 10:02:39 AM","Terminal","Team Slayer","3rd","546538996"
"Lowball","8/8/2006 9:48:09 AM","Warlock","Team ActionSack","2nd","546532549"
"Ctf","8/8/2006 8:10:51 AM","Coagulation","Arranged Game","13th","546499050"
"Ctf","8/8/2006 8:01:41 AM","Coagulation","Arranged Game","6th","546496785"
"Ctf","8/8/2006 7:57:57 AM","Coagulation","Arranged Game","1st","546495745"
"1 Flag CTF Fast","8/8/2006 7:43:45 AM","Lockout","Team Skirmish","1st","546492573"
"1 Flag CTF BR","8/8/2006 7:35:43 AM","Burial Mounds","Team Skirmish","4th","546490752"
"3 Plots","8/8/2006 7:24:04 AM","Lockout","Team Skirmish","8th","546488420"
"Team Ball","8/8/2006 7:17:37 AM","Sanctuary","Team Skirmish","1st","546487188"
"Team Ball","8/8/2006 7:11:55 AM","Colossus","Team Skirmish","4th","546486034"
"1 Flag CTF","8/8/2006 7:05:18 AM","Relic","Team Skirmish","1st","546498014"
"Rapid Assault","8/8/2006 6:56:17 AM","Ivory Tower","Team Skirmish","4th","546483361"
"SWAT Magnums","8/8/2006 5:27:37 AM","Warlock","Team SWAT","4th","546479717"
"SWAT Assault","8/8/2006 5:19:23 AM","Turf","Team SWAT","5th","546471257"
"SWAT Magnums","8/8/2006 5:09:31 AM","Warlock","Team SWAT","1st","546470216"
"SWAT Magnums","8/8/2006 5:04:07 AM","Midship","Team SWAT","2nd","546469635"
"SWAT Assault","8/8/2006 4:55:19 AM","Turf","Team SWAT","4th","546468788"
"Team Slayer","8/7/2006 4:32:28 PM","Zanzibar","Team Slayer","7th","546067235"
"Team Slayer BR","8/7/2006 4:18:22 PM","Terminal","Team Slayer","7th","546058523"
"Team Slayer","8/7/2006 3:51:05 PM","Ivory Tower","Team Slayer","8th","546042238"
"Team Slayer","8/7/2006 3:42:34 PM","Lockout","Team Slayer","3rd","546037248"
"Team Slayer","8/7/2006 3:32:47 PM","Elongation","Team Slayer","7th","546031424"
"Team Slayer","8/7/2006 3:25:18 PM","Lockout","Team Slayer","3rd","546027071"
"Team Slayer","8/7/2006 3:14:59 PM","Turf","Team Slayer","6th","546020763"
"Assault","8/7/2006 3:06:37 PM","Zanzibar","Team Skirmish","6th","546015651"
"CTF Human","8/7/2006 2:55:52 PM","Beaver Creek","Team Skirmish","5th","546008606"
"Neutral Flag","8/7/2006 2:42:27 PM","Warlock","Team Skirmish","3rd","546000638"
"CTF Classic","8/7/2006 2:32:56 PM","Elongation","Team Skirmish","5th","545995131"
"Team Ball","8/7/2006 2:17:29 PM","Ivory Tower","Team Skirmish","5th","545985643"
"Neut. Bomb Fast","8/7/2006 2:10:11 PM","Warlock","Team Skirmish","1st","545980884"
"Team Slayer","8/7/2006 12:57:18 PM","Warlock","Team Slayer","3rd","545938358"
"Team Slayer","8/7/2006 12:49:28 PM","Warlock","Team Slayer","8th","545934019"
"Team Slayer","8/7/2006 12:38:31 PM","Sanctuary","Team Slayer","3rd","545928485"
"Team Slayer","8/7/2006 12:28:36 PM","Turf","Team Slayer","4th","545925076"
"Team Slayer","8/7/2006 12:21:46 PM","Ivory Tower","Team Slayer","4th","545923148"
"Team Slayer","8/7/2006 12:11:07 PM","Lockout","Team Slayer","7th","545920227"
"Team Slayer","8/7/2006 12:01:35 PM","Ivory Tower","Team Slayer","6th","545917681"
"Team Slayer","8/7/2006 11:50:58 AM","Beaver Creek","Team Slayer","3rd","545915030"
"Team Slayer BR","8/7/2006 11:41:33 AM","Burial Mounds","Team Slayer","8th","545882206"
"Oddball","8/7/2006 11:29:20 AM","Sanctuary","Rumble Training","1st","545879221"
"Assault","8/7/2006 11:15:49 AM","Relic","Team Skirmish","5th","545905795"
"Assault","8/7/2006 10:51:57 AM","Terminal","Team Skirmish","4th","545900452"
"CTF Classic","8/7/2006 10:30:46 AM","Warlock","Team Skirmish","4th","545862069"
"Team Slayer","8/7/2006 10:06:59 AM","Elongation","Team Slayer","4th","545850897"
"Team Slayer","8/7/2006 9:56:52 AM","Midship","Team Slayer","4th","545846381"
"Team Slayer","8/7/2006 9:48:41 AM","Beaver Creek","Team Slayer","7th","545842873"
"Team Slayer","8/7/2006 9:39:27 AM","Warlock","Team Slayer","7th","545839074"
"Team Slayer","8/7/2006 9:31:35 AM","Zanzibar","Team Slayer","7th","545835849"
"SWAT Classic","8/7/2006 9:20:42 AM","Elongation","Team SWAT","4th","545831642"
"CTF Classic 5","8/7/2006 9:09:45 AM","Warlock","Team Hardcore","2nd","545852157"
"Team Crazy King","8/7/2006 9:06:59 AM","Warlock","Team Skirmish","1st","545898311"
"Neutral Flag","8/7/2006 9:13:32 AM","Warlock","Team Skirmish","1st","545829001"
"Team Snipers","8/7/2006 6:25:35 AM","Turf","Team Snipers","3rd","545789884"
"Team Slayer","8/7/2006 6:14:39 AM","Beaver Creek","Team Slayer","6th","545788498"
"Team Slayer","8/7/2006 6:01:01 AM","Turf","Team Slayer","4th","545786815"
"Team Slayer","8/7/2006 5:52:12 AM","Sanctuary","Team Slayer","3rd","545785755"
"Team Slayer","8/7/2006 5:42:25 AM","Beaver Creek","Team Slayer","8th","545784699"
"2v2 Slayer","8/7/2006 5:31:35 AM","Turf","Double Team","4th","545783389"
"2v2 Pistols","8/7/2006 5:18:00 AM","Lockout","Double Team","2nd","545781989"
"2v2 Slayer","8/7/2006 5:06:26 AM","Ascension","Double Team","2nd","545780786"
"2v2 Slayer","8/7/2006 4:53:33 AM","Midship","Double Team","4th","545779421"
"2v2 Slayer","8/7/2006 4:41:35 AM","Sanctuary","Double Team","3rd","545778137"
"Team Crazy King","8/7/2006 4:28:26 AM","Lockout","Team Hardcore","7th","545783457"
"Shotgun CTF","8/7/2006 4:23:28 AM","Midship","Team ActionSack","4th","545776232"
"Assault","8/7/2006 4:16:08 AM","Zanzibar","Team Skirmish","5th","545781863"
"1 Flag CTF Fast","8/7/2006 4:05:18 AM","Lockout","Team Skirmish","2nd","545780975"
"Assault","8/7/2006 3:59:37 AM","Sanctuary","Team Skirmish","5th","545780357"
"CTF Human","8/7/2006 3:52:27 AM","Colossus","Team Skirmish","2nd","545772773"
"1 Flag CTF Fast","8/7/2006 3:43:09 AM","Lockout","Team Skirmish","5th","545778549"
"Team Slayer","8/7/2006 3:27:25 AM","Warlock","Team Slayer","3rd","545769522"
"Team Slayer","8/7/2006 3:18:32 AM","Elongation","Team Slayer","8th","545768264"
"Team Slayer","8/7/2006 3:07:29 AM","Beaver Creek","Team Slayer","2nd","545766813"
"Team Slayer","8/7/2006 2:54:21 AM","Ivory Tower","Team Slayer","6th","545764792"
"Team Slayer","8/7/2006 2:44:46 AM","Gemini","Team Slayer","1st","545763255"
"Team Slayer","8/7/2006 2:37:17 AM","Beaver Creek","Team Slayer","5th","545770973"
"Neutral Flag","8/6/2006 3:22:58 PM","Beaver Creek","Team SWAT","5th","545371963"
"SWAT Plots","8/6/2006 3:19:48 PM","Elongation","Team SWAT","5th","545369517"
"Team Snipers","8/6/2006 3:13:43 PM","Beaver Creek","Team Snipers","4th","545320978"
"Team Slayer BR","8/6/2006 3:03:45 PM","Burial Mounds","Team Slayer","8th","545314102"
"Team Slayer","8/6/2006 2:52:20 PM","Turf","Team Slayer","8th","545305942"
"Team Slayer","8/6/2006 2:34:39 PM","Turf","Team Slayer","6th","545293403"
"Team Slayer BR","8/6/2006 2:25:12 PM","Relic","Team Slayer","5th","545330751"
"Team Slayer","8/6/2006 2:04:37 PM","Zanzibar","Team Slayer","4th","545272368"
"Team Slayer","8/6/2006 1:50:16 PM","Midship","Team Slayer","6th","545262332"
"Team Slayer","8/6/2006 1:49:02 PM","Lockout","Team Slayer","6th","545303983"
"Team Snipers","8/6/2006 1:39:44 PM","Turf","Team Snipers","8th","545255296"
"Team Snipers","8/6/2006 1:27:39 PM","Ivory Tower","Team Snipers","3rd","545246888"
"Team Snipers","8/6/2006 1:10:04 PM","Terminal","Team Snipers","4th","545234912"
"Team Snipers","8/6/2006 12:56:07 PM","Containment","Multi-Team","8th","545225841"
"KOTH Tactics","8/6/2006 7:29:21 AM","Turf","Team ActionSack","5th","545089651"
"Pit of Joy","8/6/2006 7:17:50 AM","Foundation","Team ActionSack","5th","545087705"
"Shwatgun CTF","8/6/2006 7:15:03 AM","Beaver Creek","Team ActionSack","6th","545087308"
"SWAT Fiesta","8/6/2006 7:14:19 AM","Ivory Tower","Team ActionSack","8th","545087198"
"Combo Training","8/6/2006 7:13:00 AM","Beaver Creek","Team ActionSack","4th","545099112"
"SWAT Classic","8/6/2006 7:02:39 AM","Elongation","Team SWAT","4th","545096830"
"Team Snipers","8/6/2006 6:50:30 AM","Zanzibar","Team Snipers","4th","545083592"
"Team Slayer","8/6/2006 6:36:13 AM","Warlock","Team Slayer","2nd","545081617"
"Team Rifles","8/6/2006 6:22:28 AM","Ascension","Team Slayer","7th","545088825"
"Team Snipers","8/6/2006 6:17:54 AM","Lockout","Team Snipers","8th","545079247"
"Sniper Assault","8/6/2006 5:46:34 AM","Ascension","Team ActionSack","3rd","545082940"
"Phantom Fiesta","8/6/2006 5:33:09 AM","Turf","Team ActionSack","3rd","545081407"
"Team Snipers","8/6/2006 6:07:26 AM","Terminal","Team Snipers","3rd","545078177"
"Team Snipers","8/6/2006 5:56:05 AM","Lockout","Team Snipers","4th","545076866"
"Rocket Assault","8/6/2006 5:41:53 AM","Sanctuary","Team ActionSack","1st","545075284"
"1 Flag CTF","8/4/2006 2:05:33 PM","Ascension","Team SWAT","6th","543881490"
"SWAT Classic","8/4/2006 1:57:51 PM","Elongation","Team SWAT","7th","543920059"
"SWAT Plots","8/4/2006 1:55:54 PM","Turf","Team SWAT","7th","543874877"
"SWAT Magnums","8/4/2006 1:48:56 PM","Midship","Team SWAT","4th","543870063"
"SWAT Magnums","8/4/2006 1:44:06 PM","Gemini","Team SWAT","8th","543866572"
"Neutral Flag","8/4/2006 1:44:03 PM","Elongation","Team SWAT","5th","543910034"
"SWAT Assault","8/4/2006 1:39:50 PM","Gemini","Team SWAT","5th","543907483"
"Team Slayer","8/4/2006 1:29:29 PM","Turf","Team Slayer","7th","543856419"
"Team Rifles","8/4/2006 1:15:33 PM","Colossus","Team Slayer","3rd","543846907"
"Team Slayer","8/4/2006 1:03:33 PM","Elongation","Team Slayer","2nd","543839101"
"Team Slayer","8/4/2006 12:56:13 PM","Lockout","Team Slayer","8th","543834371"
"Team Rifles","8/4/2006 12:47:01 PM","Colossus","Team Slayer","6th","543829569"
"Team Slayer BR","8/4/2006 12:34:42 PM","Burial Mounds","Team Slayer","8th","543821665"
"Team Slayer","8/4/2006 12:20:07 PM","Sanctuary","Team Slayer","4th","543812437"
"SWAT Classic","8/4/2006 12:13:30 PM","Ivory Tower","Team SWAT","5th","543808389"
"Team Slayer","8/4/2006 7:07:04 AM","Lockout","BTB Slayer","1st","543683987"
"Team Slayer","8/4/2006 7:05:45 AM","Warlock","BTB Slayer","10th","543697490"
"Team Slayer BR","8/4/2006 6:48:29 AM","Midship","Team Hardcore","7th","543693073"
"1 Flag CTF","8/4/2006 6:43:08 AM","Ivory Tower","Team SWAT","5th","543691933"
"Neutral Bomb","8/4/2006 6:40:43 AM","Foundation","Multi-Team","4th","543679598"
"3 Plots","8/4/2006 6:32:15 AM","Turf","Multi-Team","7th","543678288"
"Team Plasma War","8/4/2006 6:26:47 AM","Gemini","Multi-Team","2nd","543688112"
"Team Snipers","8/4/2006 6:14:50 AM","Ascension","Team Snipers","6th","543675788"
"Team Snipers","8/4/2006 6:04:54 AM","Relic","Team Snipers","7th","543674607"
"Team Snipers","8/4/2006 5:53:50 AM","Lockout","Team Snipers","8th","543673211"
"Team Snipers","8/4/2006 5:45:30 AM","Zanzibar","Team Snipers","8th","543672137"
"Team Snipers","8/4/2006 5:32:55 AM","Lockout","Team Snipers","7th","543670700"
"SWAT Magnums","8/4/2006 5:27:42 AM","Midship","Team SWAT","8th","543670099"
"SWAT Carbines","8/4/2006 5:20:43 AM","Warlock","Team SWAT","1st","543677126"
"SWAT Carbines","8/4/2006 5:19:51 AM","Midship","Team SWAT","8th","543669393"
"SWAT CTF","8/4/2006 5:18:55 AM","Sanctuary","Team SWAT","5th","543676695"
"SWAT Magnums","8/4/2006 5:18:20 AM","Warlock","Team SWAT","4th","543669149"
"SWAT Assault","8/4/2006 5:13:09 AM","Turf","Team SWAT","6th","543668613"
"SWAT Classic","8/4/2006 5:12:59 AM","Beaver Creek","Team SWAT","4th","543668541"
"SWAT Classic","8/4/2006 4:14:45 AM","Sanctuary","Team SWAT","4th","543662172"
"1 Flag CTF Fast","8/4/2006 4:09:30 AM","Lockout","Team Skirmish","5th","543661546"
"Team Ball","8/4/2006 4:04:19 AM","Warlock","Team Hardcore","5th","543660822"
"Neutral Bomb","8/4/2006 3:54:33 AM","Midship","Team Hardcore","2nd","543659550"
"Team Ball","8/4/2006 3:43:54 AM","Lockout","Team Hardcore","1st","543658257"
"Shotgun CTF","8/4/2006 3:29:40 AM","Midship","Team Skirmish","5th","543656291"
"1 Flag CTF BR","8/4/2006 3:17:09 AM","Burial Mounds","Team Skirmish","1st","543654341"
"Sniper Assault","8/4/2006 3:05:07 AM","Ascension","Team ActionSack","7th","543652296"
"Combo Training","8/4/2006 2:59:10 AM","Beaver Creek","Team ActionSack","2nd","543660330"
"SWAT Classic","8/3/2006 12:08:07 PM","Ivory Tower","Team SWAT","8th","543046289"
"Neutral Flag","8/3/2006 12:05:22 PM","Elongation","Team SWAT","2nd","543044379"
"Team Ball","8/3/2006 11:56:55 AM","Warlock","Team Hardcore","4th","543039010"
"Team Slayer BR","8/3/2006 9:30:15 AM","Relic","Team Slayer","6th","542988840"
"Rumble Slayer","8/3/2006 9:50:49 AM","Turf","Rumble Pit","2nd","542969645"
"Team Slayer BR","8/3/2006 9:23:24 AM","Relic","Team Slayer","7th","542957829"
"Team Snipers","8/3/2006 9:10:11 AM","Headlong","Team Snipers","6th","542952650"
"SWAT Magnums","8/3/2006 8:56:34 AM","Turf","Team SWAT","2nd","542947846"
"1 Flag CTF","8/3/2006 8:45:34 AM","Lockout","Team SWAT","5th","542967504"
"Neutral Flag","8/3/2006 8:37:34 AM","Elongation","Team SWAT","4th","542941478"
"Team Snipers","8/3/2006 8:31:07 AM","Burial Mounds","Team Snipers","3rd","542939375"
"Rumble Slayer","8/3/2006 8:15:48 AM","Sanctuary","Rumble Training","4th","542955177"
"Rumble Shotguns","8/3/2006 7:59:18 AM","Lockout","Rumble Training","3rd","542930404"
"Rumble Slayer","8/3/2006 7:48:10 AM","Ascension","Rumble Pit","3rd","542927656"
"Rumble Rifles","8/3/2006 6:49:55 AM","Burial Mounds","Rumble Pit","4th","542916261"
"Rumble Slayer","8/3/2006 6:39:15 AM","Foundation","Rumble Pit","6th","542914667"
"SWAT Classic","8/2/2006 3:33:57 PM","Ivory Tower","Team SWAT","8th","542437018"
"SWAT Magnums","8/2/2006 3:22:28 PM","Beaver Creek","Team SWAT","1st","542428292"
"CTF Classic 5","8/2/2006 3:17:37 PM","Warlock","Team Hardcore","7th","542424704"
"Team Slayer","8/2/2006 6:15:18 AM","Warlock","Team Slayer","7th","542149617"
"Team Slayer","8/2/2006 6:08:10 AM","Turf","Team Slayer","3rd","542148695"
"Team Slayer","8/2/2006 5:55:43 AM","Zanzibar","Team Slayer","3rd","542147165"
"Team Slayer","8/2/2006 5:38:58 AM","Gemini","Team Slayer","3rd","542145223"
"Team Slayer","8/2/2006 5:30:27 AM","Lockout","Team Slayer","7th","542144310"
"Team Slayer","8/2/2006 5:19:48 AM","Turf","Team Slayer","6th","542143132"
"Team Slayer","8/2/2006 4:58:36 AM","Gemini","Team Slayer","5th","542147850"
"Team Slayer","8/2/2006 4:53:36 AM","Midship","Team Slayer","4th","542140393"
"Team Slayer","8/2/2006 4:14:37 AM","Turf","Team Slayer","7th","542142633"
"Team Slayer BR","8/2/2006 3:54:19 AM","Burial Mounds","Team Slayer","6th","542140759"
"Team Slayer","8/2/2006 4:43:20 AM","Lockout","Team Slayer","2nd","542139192"
"Team Slayer","8/2/2006 4:29:32 AM","Elongation","Team Slayer","6th","542137724"
"Team Slayer","8/2/2006 4:21:13 AM","Warlock","Team Slayer","8th","542136826"
"Team Slayer BR","8/2/2006 4:08:20 AM","Relic","Team Slayer","1st","542135460"
"Team Snipers","8/2/2006 3:42:21 AM","Lockout","Team Snipers","5th","542139248"
"Team Snipers","8/2/2006 3:35:33 AM","Relic","Team Snipers","3rd","542131332"
"Rumble Snipers","8/2/2006 3:19:15 AM","Ascension","Rumble Training","2nd","542128916"
"Team Ball","8/2/2006 3:06:55 AM","Lockout","Team Hardcore","6th","542127092"
"Neutral Flag","8/2/2006 2:55:15 AM","Warlock","Team Skirmish","4th","542134082"
"1 Flag CTF","8/1/2006 3:37:40 PM","Lockout","Team SWAT","3rd","541722031"
"SWAT Magnums","8/1/2006 3:25:17 PM","Warlock","Team SWAT","7th","541667113"
"SWAT Classic","8/1/2006 3:20:18 PM","Beaver Creek","Team SWAT","8th","541663537"
"1 Flag CTF","8/1/2006 3:20:05 PM","Lockout","Team SWAT","5th","541709053"
"SWAT Classic","8/1/2006 3:08:27 PM","Ivory Tower","Team SWAT","8th","541700110"
"SWAT Classic","8/1/2006 3:07:49 PM","Beaver Creek","Team SWAT","7th","541701078"
"1 Flag CTF","8/1/2006 3:03:56 PM","Ivory Tower","Team SWAT","5th","541696708"
"Rumble Rockets","8/1/2006 3:01:41 PM","Ivory Tower","Rumble Training","5th","541648995"
"SWAT Carbines","8/1/2006 2:53:40 PM","Ascension","Team SWAT","4th","541642697"
"SWAT Carbines","8/1/2006 2:45:11 PM","Ascension","Team SWAT","7th","541682572"
"SWAT Classic","8/1/2006 2:37:52 PM","Elongation","Team SWAT","2nd","541676733"
"SWAT Magnums","8/1/2006 2:25:36 PM","Ascension","Team SWAT","5th","541667558"
"1 Flag CTF","8/1/2006 2:22:44 PM","Ascension","Team SWAT","5th","541665648"
"CTF Classic","8/1/2006 2:17:33 PM","Elongation","Team SWAT","5th","541661394"
"Plasma Punchout","8/1/2006 2:17:31 PM","Elongation","Team ActionSack","4th","541661462"
"Shotgun Assault","8/1/2006 2:08:17 PM","Sanctuary","Team ActionSack","2nd","541654368"
"SWAT Plots","8/1/2006 2:23:26 PM","Turf","Team SWAT","8th","541619108"
"Rumble Slayer","8/1/2006 1:54:04 PM","Ivory Tower","Rumble Training","3rd","541596520"
"Team Snipers","8/1/2006 1:38:57 PM","Zanzibar","Team Snipers","2nd","541584674"
"Team Slayer BR","8/1/2006 1:25:08 PM","Ascension","Team Slayer","6th","541620729"
"Team Slayer","8/1/2006 1:16:17 PM","Midship","Team Slayer","3rd","541567669"
"Team Snipers","8/1/2006 1:07:38 PM","Zanzibar","Team Snipers","3rd","541561302"
"Team Slayer BR","8/1/2006 8:05:04 AM","Terminal","Team Slayer","2nd","541420241"
"Team Snipers","8/1/2006 7:51:10 AM","Headlong","Team Snipers","4th","541396961"
"Team Snipers","8/1/2006 7:34:25 AM","Burial Mounds","Team Snipers","7th","541393101"
"Team Gulch War","8/1/2006 7:30:33 AM","Containment","Multi-Team","9th","541408064"
"Team Slayer BR","7/31/2006 5:35:01 PM","Ivory Tower","Team Hardcore","6th","541039116"
"Team Rifles","7/31/2006 4:26:38 PM","Terminal","Team Slayer","6th","540936378"
"Team Slayer","7/31/2006 4:14:13 PM","Lockout","Team Slayer","5th","540926758"
"Team Slayer","7/31/2006 4:03:44 PM","Elongation","Team Slayer","1st","540918691"
"Team Slayer","7/31/2006 3:55:37 PM","Warlock","Team Slayer","8th","540959128"
"Team Slayer","7/31/2006 3:49:14 PM","Zanzibar","Team Slayer","6th","540954372"
"Team Slayer","7/31/2006 3:44:56 PM","Warlock","Team Slayer","1st","540904587"
"Team Slayer","7/31/2006 3:35:48 PM","Beaver Creek","Team Slayer","6th","540898153"
"Team Snipers","7/31/2006 3:24:31 PM","Turf","Team Snipers","2nd","540888536"
"Team Slayer BR","7/31/2006 6:44:55 AM","Headlong","BTB Slayer","10th","540611435"
"Team Slayer BR","7/31/2006 6:29:06 AM","Terminal","Multi-Team","8th","540609030"
"Team Slayer","7/31/2006 6:20:57 AM","Lockout","BTB Slayer","5th","540607841"
"Team Snipers","7/31/2006 6:10:51 AM","Terminal","Team Snipers","7th","540606488"
"Team Slayer","7/30/2006 4:46:37 PM","Beaver Creek","Team Slayer","7th","540190326"
"Team Slayer","7/30/2006 4:37:07 PM","Turf","Team Slayer","2nd","540183189"
"Team Slayer BR","7/30/2006 4:27:16 PM","Relic","Team Slayer","8th","540175842"
"Team Slayer","7/30/2006 4:13:53 PM","Gemini","Team Slayer","3rd","540166033"
"Team Slayer","7/30/2006 4:02:30 PM","Ivory Tower","Team Slayer","8th","540157362"
"Team Slayer","7/30/2006 3:53:20 PM","Beaver Creek","Team Slayer","4th","540150701"
"Team Slayer","7/30/2006 3:42:24 PM","Zanzibar","Team Slayer","8th","540142826"
"Team Snipers","7/30/2006 3:28:38 PM","Turf","Team Snipers","7th","540132855"
"Team Snipers","7/30/2006 3:19:13 PM","Terminal","Team Snipers","6th","540125715"
"King","7/30/2006 3:03:45 PM","Midship","Arranged Game","4th","540158937"
"3 Plots BR","7/30/2006 2:39:38 PM","Terminal","Multi-Team","11th","540097138"
"Team Gulch War","7/30/2006 2:32:44 PM","Waterworks","Multi-Team","6th","540135705"
"Team Rockets","7/30/2006 2:23:33 PM","Sanctuary","BTB Slayer","15th","540129457"
"Team Rockets","7/30/2006 2:11:38 PM","Sanctuary","BTB Slayer","13th","540120775"
"Gulch Wars","7/30/2006 2:01:07 PM","Coagulation","BTB Slayer","12th","540112882"
"Gulch Wars","7/30/2006 1:50:49 PM","Containment","BTB Slayer","2nd","540105583"
"Team Slayer BR","7/30/2006 1:36:36 PM","Relic","BTB Slayer","11th","540052096"
"CTF Classic 3","7/30/2006 1:36:26 PM","Beaver Creek","Team Hardcore","4th","540051677"
"3 Plots","7/30/2006 1:20:39 PM","Sanctuary","Team Skirmish","7th","540040909"
"3 Plots","7/30/2006 1:14:02 PM","Sanctuary","Team Skirmish","6th","540036509"
"Team Slayer","7/30/2006 9:24:02 AM","Elongation","Team Slayer","6th","539917760"
"Team Slayer","7/30/2006 9:16:20 AM","Midship","Team Slayer","3rd","539915073"
"Team Slayer","7/30/2006 9:07:12 AM","Lockout","Team Slayer","4th","539912108"
"Team Slayer","7/30/2006 9:01:38 AM","Elongation","Team Slayer","1st","539910397"
"Team Slayer","7/30/2006 8:54:29 AM","Elongation","Team Slayer","8th","539908291"
"Team Slayer","7/30/2006 8:45:29 AM","Beaver Creek","Team Slayer","3rd","539905747"
"Team Slayer","7/30/2006 8:30:54 AM","Elongation","Team Slayer","5th","539920761"
"2v2 Slayer","7/30/2006 8:27:49 AM","Sanctuary","Double Team","2nd","539900855"
"1 Flag CTF BR","7/30/2006 8:14:30 AM","Burial Mounds","Team Skirmish","5th","539897560"
"CTF Human","7/30/2006 7:14:51 AM","Colossus","Team Skirmish","4th","539885626"
"Assault","7/30/2006 7:05:24 AM","Sanctuary","Team Skirmish","1st","539884132"
"Team Snipers","7/30/2006 6:50:10 AM","Lockout","Team Snipers","1st","539892303"
"Team Snipers","7/29/2006 2:43:02 PM","Zanzibar","Team Snipers","4th","539398815"
"Team Slayer","7/29/2006 2:28:58 PM","Turf","BTB Slayer","5th","539388057"
"Team Snipers","7/29/2006 2:19:59 PM","Ivory Tower","Team Snipers","4th","539382004"
"Team Slayer","7/29/2006 2:09:00 PM","Elongation","Team Slayer","8th","539375007"
"Team Slayer","7/29/2006 2:00:14 PM","Midship","Team Slayer","4th","539369253"
"Team Slayer","7/29/2006 1:49:54 PM","Gemini","Team Slayer","4th","539362529"
"Team Slayer BR","7/29/2006 1:40:08 PM","Terminal","Team Slayer","8th","539356143"
"Team Slayer","7/29/2006 1:26:32 PM","Ascension","Multi-Team","6th","539347664"
"Team Snipers","7/28/2006 3:52:49 PM","Beaver Creek","Team Snipers","7th","538723166"
"Team Snipers","7/28/2006 3:43:36 PM","Turf","Team Snipers","3rd","538716371"
"Team Rifles","7/28/2006 3:29:29 PM","Ascension","Team Slayer","2nd","538705909"
"Team Slayer BR","7/28/2006 3:19:16 PM","Ascension","Team Slayer","7th","538698282"
"Team Slayer","7/28/2006 3:05:28 PM","Elongation","Team Slayer","2nd","538687799"
"Team Slayer","7/28/2006 2:58:17 PM","Lockout","Team Slayer","8th","538682642"
"Team Slayer","7/28/2006 2:49:46 PM","Gemini","Team Slayer","5th","538677038"
"Team Snipers","7/28/2006 12:59:24 PM","Lockout","Team Snipers","6th","538595955"
"Team Snipers","7/28/2006 12:50:56 PM","Turf","Team Snipers","6th","538590033"
"Slayer Rifles","7/28/2006 12:21:22 PM","Beaver Creek","Rumble Hardcore","7th","538611558"
"Team Slayer","7/28/2006 7:18:46 AM","Sanctuary","Team Hardcore","2nd","538441014"
"CTF Classic 5","7/28/2006 7:03:37 AM","Midship","Team Hardcore","5th","538438082"
"Slayer Human BR","7/28/2006 6:53:43 AM","Midship","Rumble Hardcore","5th","538436405"
"Team Snipers","7/28/2006 6:01:05 AM","Relic","Team Snipers","4th","538428674"
"Team Snipers","7/28/2006 5:49:06 AM","Terminal","Team Snipers","6th","538427139"
"Team Snipers","7/28/2006 5:36:53 AM","Relic","Team Snipers","4th","538425701"
"Team Snipers","7/28/2006 5:26:40 AM","Lockout","Team Snipers","6th","538424537"
